step,portfolio_value,returns,cum_returns,drawdown
0,10005.188877560426,,,0.0
1,10002.732006988526,-0.00024555963929973057,-0.00024555963929973057,-0.00024555963929973057
2,10003.0569551178,3.248593774651809e-05,-0.00021308167878841822,-0.00021308167878841822
3,10006.242243899538,0.0003184315350828193,0.00010528200436832336,0.0
4,9959.054392794802,-0.004715841367272988,-0.0046110558561360815,-0.004715841367272988
5,9980.982923492435,0.00220186875507955,-0.002419340040874074,-0.0025243562759539317
6,10003.956068756106,0.0023016916710276725,-0.00012321694466788102,-0.00022847489474142613
7,10098.241458111574,0.009424810415745055,0.009300432174733642,0.0
8,10090.692345297244,-0.0007475670734992113,0.008545912404371192,-0.0007475670734992113
9,10101.252337240603,0.0010465081663380005,0.009601363937829177,0.0
10,10159.64098911133,0.005780337914682576,0.015437200980514154,0.0
11,10210.442169577029,0.005000292876504719,0.02051468438311499,0.0
12,10256.764843774417,0.004536794139573308,0.025144549422572826,0.0
13,10194.114034677126,-0.006108242711181822,0.018882717700654528,-0.006108242711181822
14,10121.226284780885,-0.007149983769879409,0.011597722805684274,-0.013214552644813748
15,10130.916833999636,0.0009574481338612273,0.01256627515760278,-0.012269756759722084
16,10100.808432675174,-0.002971932532642718,0.009556996503005122,-0.015205224403083029
17,10166.405700180056,0.0064942591419396845,0.01611332125685383,-0.00880971192872837
18,10138.201549356081,-0.0027742499813355748,0.013294368894322117,-0.011559521566910202
19,10119.958200036623,-0.001799466032574304,0.011470980096498051,-0.013338186633071958
20,10105.365513583376,-0.0014419710205121339,0.01001246825510993,-0.01476092437499299
21,10207.260399981691,0.01008324600048871,0.020196672436086915,-0.004826516406172043
22,10198.54476477051,-0.0008538662549646414,0.019325560924066565,-0.0056762614616484575
23,10118.437335266115,-0.00785479020311941,0.011318972494331003,-0.013486465821848648
24,9957.815036779788,-0.015874219819151825,-0.004734927182322712,-0.029146598517960975
25,9940.02834383545,-0.0017862043910878977,-0.006512674025686116,-0.030880741126790734
26,9855.51394978943,-0.00850242988476324,-0.014959730356183587,-0.03912060967533393
27,9885.803045043947,0.0030733146347141638,-0.011932391679704502,-0.03616752498285403
28,9986.97133140259,0.010233694308664276,-0.0018208098198615463,-0.026303958068765176
29,10040.438558044436,0.005353697819650893,0.0035231399342268155,-0.02109108369207524
30,9950.754583810427,-0.008932276584886156,-0.005440606310999074,-0.029834968883948876
31,9759.388462673953,-0.01923131753724694,-0.02456729382068401,-0.04849252066087473
32,9492.365025173953,-0.027360673111974765,-0.05125578923718521,-0.07452640576667169
33,9496.467564236453,0.00043219356310264523,-0.05084574809626263,-0.07412642203642261
34,9427.344517361453,-0.007278816718683467,-0.05775446793362904,-0.08086568611509126
35,9514.459751736453,0.009240697018610966,-0.04904746245466385,-0.07237224440107193
36,9454.489048611453,-0.006303111757244517,-0.05504142257464739,-0.07821918581373388
37,9667.855259548953,0.022567714642266923,-0.03371586705054952,-0.05741669943646188
38,9495.204868923953,-0.01785818943187767,-0.05097195214177852,-0.07424953057325001
39,9115.815220486453,-0.03995592024340333,-0.08889124113075442,-0.11123874249495835
40,9138.224400173953,0.0024582748931920584,-0.0866514853438588,-0.10905392300959194
41,8868.674595486453,-0.029496956179186018,-0.1135924864569956,-0.13533412040059578
42,8791.975376736453,-0.00864832934439097,-0.12125843056745822,-0.14281203570022893
43,8416.690220486453,-0.04268496443279446,-0.15876748320430423,-0.17940107346858414
44,8229.517857205203,-0.022238238354747475,-0.17747501242457098,-0.19764974799043966
45,8398.697056423953,0.02055760764534087,-0.1605658664515064,-0.1811553463154868
46,8262.344029080203,-0.016235021507229774,-0.17419409766356897,-0.19444930687913498
47,8552.726353298953,0.03514527151093172,-0.14517092501062512,-0.1661380090535829
48,8513.272251736453,-0.004613043833359809,-0.14911428900358148,-0.16998465096879145
49,8460.877720486453,-0.006154452682905043,-0.15435102485046892,-0.1750929411604889
50,8711.172642361453,0.029582618983956754,-0.1293345134244468,-0.15069002994166314
51,8716.855259548953,0.0006523366509654238,-0.12876654641682295,-0.15013599392016375
52,8706.754673611453,-0.001158741958739662,-0.12977608117534745,-0.15112076700323096
53,8938.743931423953,0.026644744972040613,-0.10658918678969476,-0.12850259632797068
54,8983.564243923953,0.005014162263048627,-0.10210948000469611,-0.12413276693413355
55,8880.037876736453,-0.011523974713880447,-0.11245674765295499,-0.13422623878070106
56,8754.414829861453,-0.014146679171729848,-0.12501253729494233,-0.14647406241597227
57,8547.991978298953,-0.023579286060147475,-0.14564411697710755,-0.16659959465802165
58,8660.672642361453,0.013182120941218178,-0.1343818944002585,-0.1556136097223434
59,8705.808384548953,0.00521157467224076,-0.12987066100528188,-0.15121302699718753
60,8856.364048611453,0.017293702940867073,-0.11482290269657425,-0.13653435722599905
61,7990.584751736453,-0.09775787130281088,-0.20135593145495823,-0.22094492040669877
62,7568.765415798954,-0.05278954532655855,-0.24351598871120383,-0.262070883842775
63,7587.766392361453,0.0025104459602931506,-0.24161687648103747,-0.2602183526741354
64,7496.245884548953,-0.012061587439570198,-0.25076418083805585,-0.26914129369954565
65,8477.005650173953,0.13083345727046036,-0.1527390683062333,-0.17352052237804116
66,7987.100865017703,-0.057792197548694246,-0.2017041394459702,-0.22128458761871095
67,8121.373814236453,0.01681122493480025,-0.1882838081696765,-0.20819342766097348
68,8255.962681423951,0.016572179814155152,-0.17483190148060312,-0.19507146676614118
69,8334.498814236453,0.009512655984893037,-0.1669823612296798,-0.18741445853706284
70,8178.058872830202,-0.01877016781609353,-0.18261824210316469,-0.2026668255152534
71,8127.074009548953,-0.006234347792559269,-0.18771408426118708,-0.20763767783153675
72,7848.394322048953,-0.03429028543022539,-0.21556760016282295,-0.2348080080228495
73,8162.224888455203,0.03998659515929104,-0.18420081936070265,-0.20421058562052774
74,8406.703892361453,0.029952495458933637,-0.15976559810720237,-0.18037470680005907
75,8634.078892361453,0.027046866751973875,-0.13703989019878338,-0.15820641070833286
76,8554.591587673953,-0.009206228675744721,-0.14498449830765914,-0.16595615498912786
77,8559.026157986451,0.0005183848073926356,-0.14454127126149663,-0.1655237993311749
78,8624.578892361453,0.007658901043763544,-0.13798939751106465,-0.1591326286868766
79,8605.260532986451,-0.002239919144587099,-0.13992023156241662,-0.16101610360993945
80,8672.714634548953,0.00783870532494979,-0.13317831970168337,-0.1544395560737596
81,8935.875767361453,0.03034357106184049,-0.10687585444760739,-0.12878223265640232
82,8973.242954861453,0.004181704006728015,-0.10314107362964542,-0.12513905782796886
83,8889.006626736453,-0.009387501101746354,-0.11156033778905816,-0.1333518158864837
84,8916.557407986451,0.0030994218372084603,-0.10880668849895947,-0.13066570757946516
85,9151.535923611453,0.026353053636433144,-0.08532102336054204,-0.10775609434331612
86,9178.452915798953,0.002941254059665832,-0.08263072010721029,-0.10513177833359133
87,9634.789829861453,0.049718282399967784,-0.03702069518444551,-0.060640467378023866
88,9741.826939236453,0.011109438946271144,-0.02632253539107443,-0.05020471000176219
89,9672.157993923953,-0.007151527711080519,-0.03328581676087983,-0.05699719733803832
90,9654.740025173953,-0.0018008358383870826,-0.035026710307533904,-0.058695390580771445
91,9660.123814236453,0.0005576316968103345,-0.03448861061462605,-0.05817048929420565
92,9646.823032986451,-0.0013768748212522608,-0.03581799893630311,-0.05946727063340884
93,9547.701939236453,-0.010274998661327417,-0.04572496770650858,-0.06913124316858521
94,9225.638462673953,-0.03373204134483654,-0.07791461255017784,-0.100531346560639
95,9263.006626736453,0.004050469158713321,-0.07417973412661216,-0.09688807652065357
96,9200.938267361453,-0.006700670945851139,-0.08038335108323014,-0.10293953234716335
97,9471.381626736453,0.029393019659130326,-0.05335304084275594,-0.07657221638601486
98,9458.713657986451,-0.001337499559118327,-0.054619180733269435,-0.07780730063947627
99,9522.684361111453,0.006763150406925433,-0.048225428060746145,-0.07157037270953248
100,9480.566197048953,-0.004422929760698691,-0.052435060140452516,-0.07567675173878985
101,9521.100376736453,0.004275501994819297,-0.048383744349862146,-0.07172480584699115
102,9586.337681423953,0.00685186607704491,-0.04186339720940846,-0.06536438853401183
103,9540.102329861453,-0.004823046412405607,-0.04648453451409207,-0.06987217946679936
104,9541.052525173953,9.960011744580832e-05,-0.04638956426174323,-0.06977953862663455
105,9747.211704861453,0.02160759299286452,-0.025784338092562753,-0.04967971350364431
106,9718.393345486453,-0.0029565746849047336,-0.028664679456195996,-0.052489406405250905
107,9653.789829861453,-0.006647551022927467,-0.03512168055988252,-0.05878803142093625
108,9640.490025173953,-0.0013776770493139079,-0.03645097127595576,-0.06008471754858713
109,9605.337681423953,-0.0036463233360760627,-0.03996438258484569,-0.06351195257692421
110,9282.324009548953,-0.03362855972254741,-0.0722489976808639,-0.09500469680914292
111,9485.949986111453,0.021936960652636728,-0.05189696044754477,-0.07515185045222406
112,9441.297642361453,-0.0047072084309295326,-0.05635987906871598,-0.079505303459105
113,9555.619907986451,0.012108745000481091,-0.044933581472135886,-0.06835926790439606
114,9624.338657986451,0.007191448661804323,-0.03806527035467944,-0.06165942140828473
115,9657.274204861453,0.003422110136125589,-0.034773423766068956,-0.058448316603147976
116,9934.369907986451,0.028692951784004217,-0.007078224153549306,-0.03143241954929399
117,9941.018345486453,0.0006692359517090907,-0.00641372520391803,-0.03078421930279651
118,10030.640415798953,0.009015381241418874,0.0025438338596097676,-0.0220463695346117
119,10213.364048611453,0.018216547023727214,0.02080672075246115,-0.004231431238214234
120,10270.051548611453,0.005550325997407901,0.02647253083298229,0.0
121,10382.472447048953,0.010946478496760781,0.03770879031926122,0.0
122,10480.008579861453,0.009394306925439855,0.047457345194747313,0.0
123,10586.048618923953,0.01011831605427016,0.058055849666794446,0.0
124,10414.609165798953,-0.016194848455402866,0.04092079552408823,-0.016194848455402866
125,10232.058384548953,-0.017528337198623567,0.022675184823082617,-0.03343931688941948
126,10243.805454861453,0.0011480652153275095,0.023849282629356594,-0.032329642190637164
127,10494.295689236453,0.024452849624952977,0.04888531517610817,-0.008667344444600378
128,10311.110142361453,-0.01745572569132825,0.030576260832731572,-0.02597177534883144
129,10357.145298611453,0.00446461686611932,0.03517738898866751,-0.021623112508977638
130,10031.092564236453,-0.03148094624285258,0.0025890252540987646,-0.05242334270933191
131,10070.778111111453,0.003956253680330812,0.006555521775119644,-0.04867448907153005
132,10180.308384548953,0.010876048725237064,0.017502868674602157,-0.03832782646111088
133,9945.373814236453,-0.023077353007210366,-0.005978404211650856,-0.06052067468707911
134,9787.269322048953,-0.015897290050694624,-0.021780653836552588,-0.07545585001820954
135,9824.414829861453,0.003795288204526903,-0.018068029490618476,-0.07194693851121936
136,9967.913853298953,0.014606368513810475,-0.003725569273866358,-0.05839145349474428
137,9954.897251736453,-0.0013058501261216104,-0.005026554364881863,-0.05962105313395538
138,10061.571079861453,0.010715713625913281,0.005635296143932322,-0.049544221639500785
139,10033.949986111453,-0.0027452068400415364,0.0028746192503708023,-0.05215341934341311
140,9964.104282986451,-0.006960937937868894,-0.004106328733694875,-0.058751320565984755
141,9801.238072048953,-0.01634529369745652,-0.020384503281980826,-0.07413630667367688
142,9671.071079861453,-0.013280668343186974,-0.033394451797739255,-0.08643239531574198
143,9511.060337673953,-0.01654529688244133,-0.04938722756096059,-0.10154764255742388
144,9648.211704861453,0.01442019736161626,-0.035679203767916445,-0.08859178224309239
145,9586.303501736453,-0.0064165469227635,-0.04186681340553622,-0.09443987583812186
146,9551.380650173953,-0.003642994565754565,-0.045357287397568946,-0.09773882644940768
147,9525.665806423953,-0.002692264573240677,-0.047927438152810864,-0.10016795224276853
148,9611.383579861453,0.008998612294344177,-0.039360106292664954,-0.09207071251497545
149,9573.287876736453,-0.003963602410460565,-0.0431677008909479,-0.09566938322737883
150,9794.887486111453,0.023147701419644617,-0.021019232522499487,-0.07473620812568305
151,9911.085728298953,0.01186315231821311,-0.009405434561312709,-0.0637596628281506
152,9938.389439236453,0.002754865782216065,-0.00667647948893646,-0.0611804463593455
153,9866.638462673953,-0.007219577880418826,-0.013847856005717918,-0.06795832724251427
154,9916.800572048953,0.005084012104504154,-0.0088342465687683,-0.063219816096313
155,9886.639439236453,-0.0030414177025512856,-0.011848795637416587,-0.06606895593103679
156,9959.659947048953,0.007385776356191309,-0.00455053183589349,-0.05917115010743934
157,9952.358189236453,-0.00073313324464086,-0.0052803289343646975,-0.05986090301481284
158,10301.269322048953,0.035058136592174716,0.02959268916477753,-0.026901378137062393
159,10194.594517361453,-0.01035550099240412,0.018930741050359634,-0.03697830188147111
160,10346.985142361453,0.014948179129682604,0.03416190028832067,-0.022582881032224167
161,10406.036900173953,0.0057071462846445264,0.040064013535272114,-0.017004618553159268
162,10549.854282986451,0.013820572057561487,0.05443829317881299,-0.0034190600516229575
163,10686.054478298953,0.012910149435158447,0.06805124911390492,0.0
164,10682.879673611453,-0.00029709793207088886,0.0677339332964475,-0.00029709793207088886
165,10445.721470486453,-0.022199838467788946,0.04403041245068939,-0.022490340873758785
166,10666.052525173953,0.02109294751061741,0.06605209113999999,-0.0018717809426874732
167,10525.408970486453,-0.013186092451312637,0.05199502970831271,-0.015033191917441235
168,10499.694126736453,-0.0024431206257262694,0.049424878953070905,-0.017439584641923522
169,10465.723423611453,-0.003235399309251985,0.046029570424594324,-0.020618559931071312
170,10434.292759548953,-0.003003200332199696,0.0428881340712044,-0.023559838597236538
171,10623.828892361453,0.018164732117473603,0.061831917655099655,-0.005823064636612751
172,10496.518345486453,-0.011983489960623928,0.049107465530009664,-0.017736773960623786
173,10558.427525173953,0.005898068068839413,0.05529517277323337,-0.011943318591925767
174,10551.443150173953,-0.0006614976504168979,0.054597097495947544,-0.01259691576515598
175,10835.905064236453,0.02695952676936053,0.08302853617677952,0.0
176,11015.915806423953,0.016612432567503665,0.10102027470269848,0.0
177,10998.454868923953,-0.0015850645381492168,0.09927508650948402,-0.0015850645381492168
178,10994.010532986451,-0.0004040873004861334,0.09883088340728485,-0.0019885113341849836
179,11009.566197048953,0.0014149216990313462,0.10038564306778364,-0.0005764032229891303
180,10978.136509548953,-0.002854761662491656,0.09724430431999753,-0.0034295193916576983
181,10968.612095486453,-0.0008675802176640879,0.09629235686762483,-0.004294124226141505
182,11016.233189236453,0.004341578800985735,0.10105199652388408,0.0
183,11036.235142361453,0.0018156798954240827,0.10305115449778901,0.0
184,10713.992954861453,-0.029198561225205033,0.07084364782865227,-0.029198561225205033
185,10599.699986111453,-0.010667635234736572,0.0594202784001816,-0.03955471685941203
186,10660.656040798953,0.005750733961090271,0.06551272257424534,-0.03403145155188636
187,10653.035923611453,-0.0007147887670643227,0.06475110604898515,-0.0347219150196546
188,10708.594517361453,0.005215282680766986,0.07030408405168997,-0.02968771694093264
189,10580.967564236453,-0.011918179637681048,0.0575480077110182,-0.04125207303507894
190,10449.214634548953,-0.012451879177176939,0.04437954769493646,-0.05319028638301504
191,10468.897251736453,0.0018836456016917413,0.04634678863644881,-0.0514068324303214
192,10234.641392361453,-0.022376364362172385,0.02293335164473076,-0.07263289877932777
193,10452.984165798953,0.02133370042651994,0.04475630532501551,-0.05284872685647579
194,10762.674595486453,0.029626987353599477,0.07570928717047298,-0.02478748806510711
195,10692.970493923953,-0.0064764665087739814,0.06874249199893634,-0.031103419237590746
196,10452.984165798953,-0.022443373266705202,0.04475630532501551,-0.05284872685647579
197,11200.951939236453,0.07155542968148465,0.1195142916649874,0.0
198,11291.982212673953,0.00812701223354284,0.12861259800897473,0.0
199,11474.676548611453,0.016179120060288987,0.14687255673371657,0.0
200,11372.189243923953,-0.00893160728786746,0.13662914144773852,-0.00893160728786746
201,11465.446079861453,0.008200429480834215,0.14594998856804176,-0.0008044208227478977
202,11549.155064236453,0.007300979289591725,0.154316545701485,0.0
203,11679.971470486453,0.011326924395975269,0.16739140194366908,0.0
204,11659.600376736453,-0.0017441047524366926,0.16535534905158533,-0.0017441047524366926
205,11570.161900173953,-0.007670801200095112,0.15641613984154312,-0.009401527271703736
206,11591.168736111453,0.0018156043207298023,0.15851573398160101,-0.00760299240450979
207,11650.052525173953,0.005080056239631148,0.16440105906472513,-0.0025615597938831725
208,11678.378697048953,0.002431420099934467,0.16723220720412013,-0.00013636792191873415
209,11642.411900173953,-0.00307977655186753,0.16363739282178824,-0.003215724491057781
210,11811.421665798953,0.014516731333176214,0.18052960422261988,0.0
211,11809.194126736455,-0.00018859195154707908,0.18030696584070038,-0.00018859195154707908
212,11898.632603298953,0.007573630817026444,0.1892461750507426,0.0
213,11877.625767361453,-0.0017654831977647056,0.18714658091068448,-0.0017654831977647056
214,11950.194126736455,0.00610966878367325,0.19439965331771902,0.0
215,12033.265415798953,0.006951459380617253,0.2027024739919805,0.0
216,11777.365025173953,-0.021266080467984838,0.17712570640102254,-0.021266080467984838
217,11537.060337673953,-0.020403943240814182,0.15310770030031273,-0.04123611180997577
218,11030.033970486453,-0.04394762204127678,0.10243135891462862,-0.0833715047949759
219,11011.255650173953,-0.0017024716662474848,0.10055450076209382,-0.08493203883653744
220,11137.931431423953,0.011504208536653016,0.11321550924481305,-0.07440490618610307
221,11111.196079861453,-0.0024003875160399923,0.1105433606337598,-0.07662669309420189
222,11400.516392361453,0.026038629002721025,0.13946038719273735,-0.05258331812466621
223,11497.274204861453,0.008487142965280858,0.14913115040211644,-0.044542457297898186
224,11710.844517361453,0.01857573444753502,0.1704771054973766,-0.026794131708769653
225,11753.176548611453,0.003614771862715971,0.1747081132042818,-0.023276214519440397
226,11794.552525173953,0.003520407984289875,0.17884356502521626,-0.01983774830658891
227,11636.683384548953,-0.013384919884671276,0.16306483835079355,-0.032957141519484145
228,11649.097447048953,0.001066804182064729,0.16430560078435863,-0.03192549615382123
229,11885.581822048953,0.020300660722853525,0.1879417737636,-0.012272944096795246
230,11981.703892361453,0.008087283546707402,0.19754899572500473,-0.0042849153289515884
231,11956.241001736455,-0.0021251477130252994,0.19500402721550403,-0.006400956963965032
232,11699.385532986453,-0.021482961803186984,0.1693318013441787,-0.02774640725319133
233,11751.266392361453,0.004434494378249276,0.17451719664354748,-0.023434954161922872
234,12122.385532986453,0.03158120395145114,0.21160986377523394,0.0
235,12419.027134548953,0.024470563220028163,0.24125863954475557,0.0
236,12344.866001736455,-0.005971573458132373,0.23384637239817252,-0.005971573458132373
237,12345.185337673953,2.586791443937031e-05,0.2338782894305651,-0.005945860015844295
238,12287.257603298953,-0.004692334119781982,0.22808852023341175,-0.010610294173802548
239,12123.657993923953,-0.013314574712837146,0.21173704387678627,-0.02378359733213742
240,12120.794712673953,-0.00023617304706513575,0.2114508642468922,-0.02401415333455037
241,12152.305454861453,0.0025997257551562125,0.21460030425978105,-0.021476857792306236
242,12290.440220486455,0.011366959638900553,0.2284066168956984,-0.010354024729101186
243,12333.089634548953,0.0034701290838554666,0.23266934642378878,-0.006919825447593064
244,12362.371861111453,0.002374281500433728,0.23559605044915455,-0.0045619735607057565
245,12296.805454861453,-0.005303707653080192,0.22904281022027173,-0.009841485839698905
246,12114.428501736455,-0.01483124652125778,0.2108145733167155,-0.024526770858332658
247,12052.999790798953,-0.00507070646615293,0.20467488803048628,-0.029473109268900344
